Lactococcus data,,,,,
WT,,,Mutant,,
timestamp [s],elapsed time [h],Photometer output [V],timestamp [s],elapsed time [h],Photometer output [V]
3709995189,17.30833444,2.045339,3710417559,17.30833306,1.389276
3709995219,17.3166675,2.047721,3710417589,17.31666611,1.386895
3709995249,17.32500028,2.047125,3710417619,17.32499778,1.383918
3709995279,17.33333444,2.044744,3710417649,17.33333278,1.381537
3709995309,17.341665,2.047125,3710417679,17.34166639,1.382727
3709995339,17.35000111,2.042362,3710417709,17.34999944,1.382727
3709995369,17.35833194,2.039386,3710417739,17.35833222,1.380346
3709995399,17.36666667,2.042958,3710417769,17.36666611,1.377369
3709995429,17.37500111,2.042958,3710417799,17.37499944,1.384513
3709995459,17.3833325,2.042362,3710417829,17.38333306,1.377965
3709995489,17.39166778,2.041767,3710417859,17.39166611,1.379751
3709995519,17.40000083,2.043553,3710417889,17.39999944,1.381537
3709995549,17.40833444,2.044148,3710417919,17.40833333,1.379155
3709995579,17.4166675,2.041172,3710417949,17.41666611,1.375583
3709995609,17.42500083,2.039386,3710417979,17.42499972,1.376179
3709995639,17.43333472,2.041767,3710418009,17.43333278,1.374988
3709995669,17.44166667,2.039981,3710418039,17.44166639,1.371416
3709995699,17.45000028,2.037004,3710418069,17.44999944,1.373797
3709995729,17.45833444,2.03879,3710418099,17.45833417,1.371416
3709995759,17.46666694,2.03879,3710418129,17.46666611,1.374393
3709995789,17.47500083,2.037004,3710418159,17.47499917,1.373202
3709995819,17.48333472,2.03879,3710418189,17.48333278,1.376179
3709995849,17.49166806,2.037004,3710418219,17.49166556,1.374393
3709995879,17.50000083,2.036409,3710418249,17.49999917,1.374988
3709995909,17.50833417,2.032837,3710418279,17.50833333,1.375583
3709995939,17.51667306,2.031051,3710418309,17.51666611,1.372607
3709995969,17.52500056,2.032837,3710418339,17.52499778,1.372607
3709995999,17.53333417,2.030456,3710418369,17.53333111,1.37082
3709996029,17.54166639,2.031646,3710418399,17.541665,1.368439
3709996059,17.55000111,2.034028,3710418429,17.54999972,1.36963
3709996089,17.55833417,2.02867,3710418459,17.55833278,1.367248
3709996119,17.5666675,2.02986,3710418489,17.56666639,1.366653
3709996149,17.57500111,2.02986,3710418519,17.57499972,1.365462
3709996179,17.5833375,2.02986,3710418549,17.58333306,1.364272
3709996209,17.5916675,2.029265,3710418579,17.59166639,1.363081
3709996239,17.60000083,2.025098,3710418609,17.59999889,1.364867
3709996269,17.60833167,2.028074,3710418639,17.60833306,1.360104
3709996299,17.6166675,2.02867,3710418669,17.61666556,1.364272
3709996329,17.62500111,2.025098,3710418699,17.62499972,1.3607
3709996359,17.63333222,2.025693,3710418729,17.63333278,1.362486
3709996389,17.64166694,2.026288,3710418759,17.64166444,1.36189
3709996419,17.64999833,2.024502,3710418789,17.64999944,1.36189
3709996449,17.65833389,2.028074,3710418819,17.65833278,1.358914
3709996479,17.66666722,2.023312,3710418849,17.66666639,1.358914
3709996509,17.67500056,2.022121,3710418879,17.67499944,1.360104
3709996539,17.68333417,2.024502,3710418909,17.68333306,1.358914
3709996569,17.69166694,2.024502,3710418939,17.69166611,1.358318
3709996599,17.69999861,2.022121,3710418969,17.69999944,1.355342
3709996629,17.70833194,2.021526,3710418999,17.70833306,1.355937
3709996659,17.7166675,2.022121,3710419029,17.71666611,1.357128
3709996689,17.72500083,2.024502,3710419059,17.72500417,1.355937
3709996719,17.73333417,2.022121,3710419089,17.73333306,1.353556
3709996749,17.74166694,2.016168,3710419119,17.74166611,1.35177
3709996779,17.75000083,2.017954,3710419149,17.74999972,1.349388
3709996809,17.75833472,2.020335,3710419179,17.75833111,1.349984
3709996839,17.76666778,2.019144,3710419209,17.76666611,1.350579
3709996869,17.77500083,2.019144,3710419239,17.77499944,1.351174
3709996899,17.78333389,2.016168,3710419269,17.78333444,1.349388
3709996929,17.7916675,2.017358,3710419299,17.79166583,1.348793
3709996959,17.80000111,2.018549,3710419329,17.79999889,1.347007
3709996989,17.80833361,2.018549,3710419359,17.8083325,1.348793
3709997019,17.8166675,2.017358,3710419389,17.81666778,1.346412
3709997049,17.825,2.014977,3710419419,17.82499917,1.349388
3709997079,17.83333444,2.016168,3710419449,17.8333325,1.346412
3709997109,17.84166806,2.013786,3710419479,17.84166583,1.344626
3709997139,17.85000056,2.015572,3710419509,17.84999889,1.346412
3709997169,17.85833167,2.011405,3710419539,17.85833306,1.345816
3709997199,17.86666667,2.011405,3710419569,17.86666944,1.343435
3709997229,17.87500083,2.013191,3710419599,17.87499944,1.341649
3709997259,17.88333444,2.012,3710419629,17.88333222,1.341649
3709997289,17.89166778,2.010214,3710419659,17.89166611,1.338672
3709997319,17.90000056,2.010214,3710419689,17.89999972,1.342244
3709997349,17.90833444,2.010214,3710419719,17.90833278,1.337482
3709997379,17.91666778,2.008428,3710419749,17.91666639,1.339268
3709997409,17.92500028,2.010214,3710419779,17.92499944,1.338672
3709997439,17.93333417,2.006642,3710419809,17.93333278,1.336291
3709997469,17.941665,2.009619,3710419839,17.94166667,1.339268
3709997499,17.95000083,2.005451,3710419869,17.94999944,1.338672
3709997529,17.95833417,2.007238,3710419899,17.95833333,1.336291
3709997559,17.96666528,2.008428,3710419929,17.96666611,1.342244
3709997589,17.97500111,2.007833,3710419959,17.97499778,1.34284
3709997619,17.98333389,2.004856,3710419989,17.98333306,1.340458
3709997649,17.9916675,2.008428,3710420019,17.99166639,1.339863
3709997679,18.00000083,2.000689,3710420049,17.99999917,1.339268
3709997709,18.00833444,2.004856,3710420079,18.00833278,1.338672
3709997739,18.01666528,2.006047,3710420109,18.01666667,1.339268
3709997769,18.02500111,2.006642,3710420139,18.02499778,1.339863
3709997799,18.03333472,2.004261,3710420169,18.03333111,1.338077
3709997829,18.0416675,2.004261,3710420199,18.04166583,1.338672
3709997859,18.05000111,2.004261,3710420229,18.04999833,1.337482
3709997889,18.05833389,2.000689,3710420259,18.05833472,1.334505
3709997919,18.06666528,2.000093,3710420289,18.06666639,1.334505
3709997949,18.07500083,2.002475,3710420319,18.07499944,1.333909
3709997979,18.08333389,2.00307,3710420349,18.08333306,1.331528
3709998009,18.09167111,2.000093,3710420379,18.09166611,1.331528
3709998039,18.10000083,1.998903,3710420409,18.09999972,1.328551
3709998069,18.10833361,2.000689,3710420439,18.10833278,1.329742
3709998099,18.11666694,1.998307,3710420469,18.11666611,1.329742
3709998129,18.12499889,1.999498,3710420499,18.12499806,1.330337
3709998159,18.13334222,1.997712,3710420529,18.13333278,1.329147
3709998189,18.14166667,1.998903,3710420559,18.14166639,1.32617
3709998219,18.15000083,2.000093,3710420589,18.14999944,1.323789
3709998249,18.15833444,1.997117,3710420619,18.15833278,1.32617
3709998279,18.16666806,1.991759,3710420649,18.16666444,1.325575
3709998309,18.175,1.996521,3710420679,18.17499944,1.324384
3709998339,18.18333417,1.992949,3710420709,18.18333222,1.323193
3709998369,18.19166778,1.995331,3710420739,18.19166639,1.320812
3709998399,18.20000083,1.995926,3710420769,18.19999944,1.321407
3709998429,18.20833417,1.997117,3710420799,18.20833111,1.315454
3709998459,18.21666778,1.992949,3710420829,18.21666639,1.316049
3709998489,18.22500111,1.992949,3710420859,18.22499944,1.311882
3709998519,18.23333361,1.995926,3710420889,18.23333278,1.313073
3709998549,18.24166778,1.991163,3710420919,18.24166611,1.311287
3709998579,18.25000111,1.991163,3710420949,18.24999972,1.309501
3709998609,18.25833444,1.989973,3710420979,18.25833278,1.30831
3709998639,18.26666778,1.989377,3710421009,18.26666611,1.309501
3709998669,18.27500083,1.988782,3710421039,18.27499972,1.307119
3709998699,18.28333389,1.988187,3710421069,18.28333167,1.30831
3709998729,18.29166806,1.988782,3710421099,18.29166611,1.307119
3709998759,18.30000111,1.985805,3710421129,18.29999944,1.313668
3709998789,18.30833194,1.988187,3710421159,18.30833111,1.314263
3709998819,18.316665,1.983424,3710421189,18.31666611,1.310691
3709998849,18.32500194,1.984019,3710421219,18.32499972,1.311287
3709998879,18.33333389,1.984019,3710421249,18.33333278,1.310096
3709998909,18.34166861,1.984019,3710421279,18.34166583,1.311882
3709998939,18.34999778,1.983424,3710421309,18.34999917,1.307715
3709998969,18.35833389,1.984019,3710421339,18.35833333,1.304738
3709998999,18.3666675,1.984019,3710421369,18.366665,1.307119
3709999029,18.37500111,1.980447,3710421399,18.37499944,1.30831
3709999059,18.38333361,1.979852,3710421429,18.38333278,1.304738
3709999089,18.39166722,1.977471,3710421459,18.39166611,1.302357
3709999119,18.40000056,1.980447,3710421489,18.39999806,1.301761
3709999149,18.40833472,1.979257,3710421519,18.40833278,1.301761
3709999179,18.416665,1.976875,3710421549,18.41666667,1.302357
3709999209,18.42500139,1.979257,3710421579,18.42499778,1.298785
3709999239,18.43333444,1.977471,3710421609,18.43333278,1.298189
3709999269,18.44166778,1.979257,3710421639,18.44166583,1.295808
3709999299,18.45000139,1.978066,3710421669,18.44999944,1.297594
3709999329,18.45833389,1.97628,3710421699,18.45833278,1.295212
3709999359,18.46666778,1.974494,3710421729,18.46666611,1.297594
3709999389,18.47500222,1.976875,3710421759,18.47499944,1.297594
3709999419,18.48333444,1.974494,3710421789,18.48333333,1.297594
3709999449,18.49166528,1.97628,3710421819,18.49166583,1.296999
3709999479,18.50000111,1.972708,3710421849,18.49999917,1.296999
3709999509,18.50833389,1.971517,3710421879,18.50833278,1.296403
3709999539,18.51666778,1.972708,3710421909,18.51666611,1.292831
3709999569,18.52499833,1.972113,3710421939,18.52499944,1.29164
3709999599,18.53333389,1.973303,3710421969,18.53333139,1.293426
3709999629,18.54166778,1.970922,3710421999,18.54166611,1.292831
3709999659,18.54999861,1.973899,3710422029,18.54999972,1.289259
3709999689,18.55833389,1.96854,3710422059,18.55833278,1.29045
3709999719,18.5666675,1.972113,3710422089,18.56666778,1.288664
3709999749,18.57500111,1.96735,3710422119,18.57499972,1.288664
3709999779,18.58333194,1.966754,3710422149,18.58333306,1.283901
3709999809,18.59166722,1.96735,3710422179,18.59166639,1.284496
3709999839,18.60000111,1.964968,3710422209,18.59999944,1.283901
3709999869,18.60833361,1.965564,3710422239,18.60833306,1.283901
3709999899,18.616665,1.965564,3710422269,18.61666444,1.284496
3709999929,18.62500111,1.963778,3710422299,18.62499944,1.279734
3709999959,18.63333389,1.964968,3710422329,18.63333306,1.278543
3709999989,18.64166722,1.966754,3710422359,18.64166611,1.277352
3710000019,18.65000083,1.961992,3710422389,18.64999944,1.276757
3710000049,18.65833444,1.960206,3710422419,18.65833278,1.276162
3710000079,18.6666675,1.960801,3710422449,18.666665,1.274971
3710000109,18.67499861,1.961992,3710422479,18.67499944,1.27378
3710000139,18.68333417,1.957824,3710422509,18.68333306,1.276757
3710000169,18.69166778,1.957824,3710422539,18.69166444,1.274376
3710000199,18.69999861,1.957824,3710422569,18.69999944,1.270208
3710000229,18.70833444,1.955443,3710422599,18.7083325,1.274376
3710000259,18.71666778,1.954252,3710422629,18.71666444,1.271994
3710000289,18.72499861,1.954848,3710422659,18.72499972,1.267232
3710000319,18.73333417,1.953657,3710422689,18.73333111,1.268422
3710000349,18.7416675,1.953062,3710422719,18.74166583,1.267232
3710000379,18.75000083,1.951276,3710422749,18.74999944,1.266636
3710000409,18.75833444,1.94949,3710422779,18.7583325,1.266041
3710000439,18.76666778,1.950085,3710422809,18.76666611,1.26366
3710000469,18.77500083,1.94949,3710422839,18.77499972,1.267827
3710000499,18.78333194,1.94949,3710422869,18.78333278,1.26366
3710000529,18.7916675,1.948299,3710422899,18.79166472,1.261278
3710000559,18.80000028,1.944132,3710422929,18.79999889,1.265446
3710000589,18.80833667,1.947108,3710422959,18.80833306,1.265446
3710000619,18.8166675,1.947704,3710422989,18.81667139,1.264255
3710000649,18.82500083,1.943536,3710423019,18.82499917,1.261874
3710000679,18.83333167,1.942346,3710423049,18.83333306,1.258897
3710000709,18.8416675,1.945322,3710423079,18.84166639,1.257111
3710000739,18.85000056,1.943536,3710423109,18.84999944,1.254134
3710000769,18.85833194,1.945322,3710423139,18.85833278,1.25592
3710000799,18.8666675,1.944727,3710423169,18.86666611,1.252348
3710000829,18.87500389,1.941155,3710423199,18.87499944,1.25592
3710000859,18.88333389,1.94056,3710423229,18.88333222,1.252943
3710000889,18.8916675,1.94175,3710423259,18.89166583,1.251753
3710000919,18.90000083,1.938178,3710423289,18.89999778,1.252943
3710000949,18.90833417,1.94056,3710423319,18.90833278,1.251157
3710000979,18.916665,1.936988,3710423349,18.91666639,1.249371
3710001009,18.92499972,1.938774,3710423379,18.92499778,1.251753
3710001039,18.93333444,1.937583,3710423409,18.93333278,1.248776
3710001069,18.94166639,1.935202,3710423439,18.94166444,1.245799
3710001099,18.95000083,1.934011,3710423469,18.94999944,1.248181
3710001129,18.95833389,1.937583,3710423499,18.95833306,1.244609
3710001159,18.96667167,1.933416,3710423529,18.96666611,1.242227
3710001189,18.97500028,1.934606,3710423559,18.97499944,1.239251
3710001219,18.98333417,1.934606,3710423589,18.98333278,1.240441
3710001249,18.9916675,1.933416,3710423619,18.99166611,1.238655
3710001279,19.00000111,1.93282,3710423649,18.99999972,1.241037
3710001309,19.00833444,1.938178,3710423679,19.00833278,1.238655
3710001339,19.0166675,1.93282,3710423709,19.01666611,1.241632
3710001369,19.02500056,1.933416,3710423739,19.02499972,1.239251
3710001399,19.03333444,1.933416,3710423769,19.0333325,1.235679
3710001429,19.04166694,1.932225,3710423799,19.04166611,1.233297
3710001459,19.05000056,1.930439,3710423829,19.05000111,1.233297
3710001489,19.05833417,1.929248,3710423859,19.05833278,1.233893
3710001519,19.06666667,1.926867,3710423889,19.06666583,1.230916
3710001549,19.07500139,1.927462,3710423919,19.07499944,1.232702
3710001579,19.08333472,1.926867,3710423949,19.08333278,1.226153
3710001609,19.091665,1.928057,3710423979,19.09166611,1.226749
3710001639,19.10000083,1.927462,3710424009,19.09999778,1.225558
3710001669,19.10833444,1.923295,3710424039,19.1083325,1.225558
3710001699,19.1166675,1.923295,3710424069,19.11666528,1.223177
3710001729,19.12499917,1.921509,3710424099,19.125,1.223772
3710001759,19.13333444,1.918532,3710424129,19.13333278,1.220795
3710001789,19.14166778,1.919723,3710424159,19.14166611,1.2202
3710001819,19.15000083,1.917341,3710424189,19.14999778,1.224367
3710001849,19.15833139,1.919127,3710424219,19.15833306,1.2202
3710001879,19.16666722,1.916746,3710424249,19.16666639,1.219009
3710001909,19.17499861,1.917937,3710424279,19.17499944,1.218414
3710001939,19.18333333,1.913174,3710424309,19.18333139,1.220795
3710001969,19.19166694,1.91496,3710424339,19.19166611,1.217223
3710001999,19.2,1.912579,3710424369,19.19999944,1.213651
3710002029,19.20833556,1.910197,3710424399,19.20833278,1.216032
3710002059,19.21666778,1.911388,3710424429,19.21666611,1.218414
3710002089,19.22500139,1.909007,3710424459,19.22499944,1.21246
3710002119,19.23333417,1.907816,3710424489,19.23333444,1.213651
3710002149,19.2416675,1.909007,3710424519,19.24166556,1.21246
3710002179,19.25000194,1.908411,3710424549,19.24999917,1.209484
3710002209,19.25833389,1.910197,3710424579,19.25833278,1.207698
3710002239,19.26666778,1.906625,3710424609,19.26666639,1.207698
3710002269,19.275,1.909007,3710424639,19.27499972,1.205316
3710002299,19.28333361,1.904244,3710424669,19.28333306,1.207102
3710002329,19.29166778,1.903053,3710424699,19.29166611,1.206507
3710002359,19.30000083,1.901863,3710424729,19.29999806,1.204126
3710002389,19.30833361,1.900077,3710424759,19.30833278,1.202935
3710002419,19.31667583,1.899481,3710424789,19.31666444,1.201744
3710002449,19.32500111,1.901863,3710424819,19.32499917,1.201149
3710002479,19.33333444,1.898886,3710424849,19.33333278,1.199363
3710002509,19.3416675,1.898886,3710424879,19.34166611,1.195196
3710002539,19.35000083,1.897695,3710424909,19.35000111,1.199363
3710002569,19.35833194,1.898291,3710424939,19.35833278,1.195791
3710002599,19.3666675,1.895314,3710424969,19.36666611,1.196982
3710002629,19.37500083,1.895909,3710424999,19.37499778,1.1946
3710002659,19.38333194,1.895314,3710425029,19.38333278,1.196386
3710002689,19.39166778,1.898291,3710425059,19.39167056,1.192219
3710002719,19.40000111,1.897695,3710425089,19.39999944,1.192219
3710002749,19.40833444,1.893528,3710425119,19.40833278,1.189838
3710002779,19.4166675,1.894123,3710425149,19.41666639,1.18567
3710002809,19.42500111,1.892932,3710425179,19.42499944,1.188647
3710002839,19.43333417,1.892337,3710425209,19.43333278,1.18567
3710002869,19.44166528,1.890551,3710425239,19.44166639,1.183289
3710002899,19.45000056,1.889956,3710425269,19.44999944,1.182693
3710002929,19.45833444,1.886979,3710425299,19.45833222,1.182098
3710002959,19.46666778,1.890551,3710425329,19.46666639,1.18567
3710002989,19.47500111,1.88817,3710425359,19.47499917,1.182693
3710003019,19.48333444,1.885193,3710425389,19.4833325,1.180312
3710003049,19.49166722,1.88817,3710425419,19.49166417,1.177335
3710003079,19.50000028,1.884598,3710425449,19.49999889,1.179717
